csv_no,json_file,json_source,field,status,score,csv_value,json_value
45,45. Öz et al. (2024). Stacking An ensemble learning approach to predict.json,json,authors,disagree,0.0,"bulut,cellat,oz,yurekli",
45,45. Öz et al. (2024). Stacking An ensemble learning approach to predict.json,json,ilsa_assessment,agree,1.0,pisa,pisa
45,45. Öz et al. (2024). Stacking An ensemble learning approach to predict.json,json,ml_methods,partial,0.667,"gradient boosting,lightgbm,random forest,ridge,xgboost","gradient boosting,lightgbm,neural network,random forest,xgboost"
45,45. Öz et al. (2024). Stacking An ensemble learning approach to predict.json,json,software,disagree,0.143,"Python (v 3.8.10), R (robustlmm package for mixed-effects tests)",r
45,45. Öz et al. (2024). Stacking An ensemble learning approach to predict.json,json,countries,missing,,80 countries,
45,45. Öz et al. (2024). Stacking An ensemble learning approach to predict.json,json,dependent_outcome,disagree,0.223,"Students’ performances in reading, mathematics, and science",Mathematics achievement (PVs) predicted via regression Reading achievement (PVs) predicted via regression Science achievement (PVs) predicted via regression
45,45. Öz et al. (2024). Stacking An ensemble learning approach to predict.json,json,journal_venue,agree,1.0,Education and Information Technologies,Education and Information Technologies
46,"46. Peng et al. (2023). Examining ICT attitudes, use and support in blended.json",json,year,agree,1.0,2023,2023
46,"46. Peng et al. (2023). Examining ICT attitudes, use and support in blended.json",json,title,agree,1.0,"Examining ICT attitudes, use and support in blended learning settings for students’ reading performance: Approaches of artificial intelligence and multilevel mo","Examining ICT attitudes, use and support in blended learning settings for students’ reading performance: Approaches of artificial intelligence and multilevel mo"
46,"46. Peng et al. (2023). Examining ICT attitudes, use and support in blended.json",json,authors,disagree,0.333,"hu,peng,wang",peng
46,"46. Peng et al. (2023). Examining ICT attitudes, use and support in blended.json",json,ilsa_assessment,agree,1.0,pisa,"iccs,pisa"
46,"46. Peng et al. (2023). Examining ICT attitudes, use and support in blended.json",json,ml_methods,agree,0.85,"clustering,hlm,random forest","hlm,multilevel,random forest"
46,"46. Peng et al. (2023). Examining ICT attitudes, use and support in blended.json",json,software,disagree,0.0,SPSS (v. 23),"hlm,r"
46,"46. Peng et al. (2023). Examining ICT attitudes, use and support in blended.json",json,countries,partial,0.5,32 countries,"aus,aut,bel,che,chl,cze,deu,dnk,esp,est,fin,fra,gbr,grc,hun"
46,"46. Peng et al. (2023). Examining ICT attitudes, use and support in blended.json",json,dependent_outcome,agree,0.514,Students’ reading performance,Reading performance (PISA 2018 plausible values)
46,"46. Peng et al. (2023). Examining ICT attitudes, use and support in blended.json",json,journal_venue,agree,1.0,Computers & Education,Computers & Education
47,47. Haw & King. (2023). Understanding Filipino students’ achievement in PISA.json,json,year,agree,1.0,2023,2023
47,47. Haw & King. (2023). Understanding Filipino students’ achievement in PISA.json,json,title,agree,1.0,"Understanding Filipino students’ achievement in PISA: The roles of personal characteristics, proximal processes, and social contexts","Understanding Filipino students’ achievement in PISA: The roles of personal characteristics, proximal processes, and social contexts"
47,47. Haw & King. (2023). Understanding Filipino students’ achievement in PISA.json,json,authors,agree,1.0,"haw,king","haw,king"
47,47. Haw & King. (2023). Understanding Filipino students’ achievement in PISA.json,json,ilsa_assessment,agree,1.0,pisa,pisa
47,47. Haw & King. (2023). Understanding Filipino students’ achievement in PISA.json,json,ml_methods,agree,1.0,"hlm,random forest","hlm,random forest"
47,47. Haw & King. (2023). Understanding Filipino students’ achievement in PISA.json,json,software,disagree,0.167,"R (mice, ranger, randomForest, bifiesurvey)","hlm,r"
47,47. Haw & King. (2023). Understanding Filipino students’ achievement in PISA.json,json,countries,disagree,0.0,Philippine,phl
47,47. Haw & King. (2023). Understanding Filipino students’ achievement in PISA.json,json,dependent_outcome,agree,0.469,Students' reading achievement,"Reading achievement (Plausible Values, PVREAD1–PVREAD10)"
47,47. Haw & King. (2023). Understanding Filipino students’ achievement in PISA.json,json,journal_venue,agree,1.0,Social Psychology of Education,Social Psychology of Education
48,48. Pan & Cutumisu. (2022). Using machine learning to predict UK and Japanese.json,json,year,disagree,0.0,2022,2024
48,48. Pan & Cutumisu. (2022). Using machine learning to predict UK and Japanese.json,json,title,agree,1.0,Using machine learning to predict UK and Japanese secondary students' life satisfaction in PISA 2018,Using machine learning to predict UK and Japanese secondary students' life satisfaction in PISA 2018
48,48. Pan & Cutumisu. (2022). Using machine learning to predict UK and Japanese.json,json,authors,agree,1.0,"cutumisu,pan","cutumisu,pan"
48,48. Pan & Cutumisu. (2022). Using machine learning to predict UK and Japanese.json,json,ilsa_assessment,agree,1.0,pisa,pisa
48,48. Pan & Cutumisu. (2022). Using machine learning to predict UK and Japanese.json,json,ml_methods,agree,1.0,"k nn,knn,neural network,random forest","k nn,knn,neural network,random forest"
48,48. Pan & Cutumisu. (2022). Using machine learning to predict UK and Japanese.json,json,software,partial,0.4,BM SPSS (v.27); Python (scikit-learn),"r,scikit"
48,48. Pan & Cutumisu. (2022). Using machine learning to predict UK and Japanese.json,json,countries,agree,1.0,United Kingdom and Japan,"gbr,jpn"
48,48. Pan & Cutumisu. (2022). Using machine learning to predict UK and Japanese.json,json,dependent_outcome,agree,0.488,Students' life satisfaction and individual level features,Life satisfaction (continuous 0–10) Life satisfaction (continuous 0–10)
48,48. Pan & Cutumisu. (2022). Using machine learning to predict UK and Japanese.json,json,journal_venue,agree,0.872,The journal British Journal of Educational Psychology,British Journal of Educational Psychology
49,49. Bernardo et al. (2022). Contrasting Profiles of Low-Performing Mathematics.json,json,year,agree,1.0,2022,2022
49,49. Bernardo et al. (2022). Contrasting Profiles of Low-Performing Mathematics.json,json,title,agree,1.0,Contrasting Profiles of Low-Performing Mathematics Students in Public and Private Schools in the Philippines: Insights from Machine Learning,Contrasting Profiles of Low-Performing Mathematics Students in Public and Private Schools in the Philippines: Insights from Machine Learning
49,49. Bernardo et al. (2022). Contrasting Profiles of Low-Performing Mathematics.json,json,authors,disagree,0.0,"bernardo,chua,ii,yap",
49,49. Bernardo et al. (2022). Contrasting Profiles of Low-Performing Mathematics.json,json,ilsa_assessment,agree,1.0,pisa,pisa
49,49. Bernardo et al. (2022). Contrasting Profiles of Low-Performing Mathematics.json,json,ml_methods,agree,0.85,"decision tree,k nn,knn,logistic regression,neural network,random forest,svm","decision tree,k nn,logistic regression,neural network,random forest,shap,svm"
49,49. Bernardo et al. (2022). Contrasting Profiles of Low-Performing Mathematics.json,json,software,disagree,0.25,Python (scikit-learn),r
49,49. Bernardo et al. (2022). Contrasting Profiles of Low-Performing Mathematics.json,json,countries,disagree,0.0,Philippine,phl
49,49. Bernardo et al. (2022). Contrasting Profiles of Low-Performing Mathematics.json,json,dependent_outcome,partial,0.332,"Students' mathematics achievement (recoded as binary (below Level1=1, Level1=0 and above)",Poor mathematics performance (PVMATH1 < 357.7 vs ≥ 357.7) Poor mathematics performance (PVMATH1 < 357.7 vs ≥ 357.7)
49,49. Bernardo et al. (2022). Contrasting Profiles of Low-Performing Mathematics.json,json,journal_venue,agree,1.0,Journal of Intelligence,Journal of Intelligence
50,"50. Rico-Juan et al. (2024). Holistic exploration of reading comprehension skills,.json",json,year,agree,1.0,2024,2024
50,"50. Rico-Juan et al. (2024). Holistic exploration of reading comprehension skills,.json",json,title,agree,1.0,"Holistic exploration of reading comprehension skills, technology and socioeconomic factors in Spanish teenagers","Holistic exploration of reading comprehension skills, technology and socioeconomic factors in Spanish teenagers"
50,"50. Rico-Juan et al. (2024). Holistic exploration of reading comprehension skills,.json",json,authors,partial,0.5,"navarro martinez,pena acuna,rico juan","na,navarro martinez,rico juan"
50,"50. Rico-Juan et al. (2024). Holistic exploration of reading comprehension skills,.json",json,ilsa_assessment,agree,1.0,pisa,pisa
50,"50. Rico-Juan et al. (2024). Holistic exploration of reading comprehension skills,.json",json,ml_methods,agree,0.818,"decision tree,gradient boosting,k nn,knn,lasso,lightgbm,neural network,random forest,ridge,shap,xgboost","decision tree,gradient boosting,lasso,lightgbm,neural network,random forest,ridge,shap,xgboost"
50,"50. Rico-Juan et al. (2024). Holistic exploration of reading comprehension skills,.json",json,software,disagree,0.143,"Python (v.3.10.12) using scikit-learn 1.2.2, XGBoost 1.7.6, LightGBM 4.0.0 and CatBoost 1.2.1",r
50,"50. Rico-Juan et al. (2024). Holistic exploration of reading comprehension skills,.json",json,countries,agree,1.0,Spain,esp
50,"50. Rico-Juan et al. (2024). Holistic exploration of reading comprehension skills,.json",json,dependent_outcome,agree,0.824,Reading comprehension skills,Reading comprehension skills (PVREAD mean)
50,"50. Rico-Juan et al. (2024). Holistic exploration of reading comprehension skills,.json",json,journal_venue,agree,1.0,Heliyon,Heliyon
51,51. Jewsbury1 et al. (2025). Irt?latent regression with many predictors limits and.json,json,year,agree,1.0,2025,2025
51,51. Jewsbury1 et al. (2025). Irt?latent regression with many predictors limits and.json,json,title,agree,1.0,Irt?latent regression with many predictors: limits and solutions,Irt‑latent regression with many predictors: limits and solutions
51,51. Jewsbury1 et al. (2025). Irt?latent regression with many predictors limits and.json,json,authors,partial,0.5,"jewsbury1,johnson,lockwood","jewsbury,johnson,lockwood"
51,51. Jewsbury1 et al. (2025). Irt?latent regression with many predictors limits and.json,json,ilsa_assessment,missing,,,
51,51. Jewsbury1 et al. (2025). Irt?latent regression with many predictors limits and.json,json,ml_methods,disagree,0.0,pca,random forest
51,51. Jewsbury1 et al. (2025). Irt?latent regression with many predictors limits and.json,json,software,disagree,0.143,"R (v.3.5.3) (simdata, mirt, sample, runif, rnorm, rbeta)",r
51,51. Jewsbury1 et al. (2025). Irt?latent regression with many predictors limits and.json,json,countries,missing,,,
51,51. Jewsbury1 et al. (2025). Irt?latent regression with many predictors limits and.json,json,dependent_outcome,disagree,0.213,Latent proficiency (?) / Group means and population variances,Population mean and distribution moments of latent proficiency (PV-based estimators) Group mean and group variance of latent proficiency (PV-based estimators) V
51,51. Jewsbury1 et al. (2025). Irt?latent regression with many predictors limits and.json,json,journal_venue,agree,1.0,Large-scale Assessments in Education,Large-scale Assessments in Education
52,52. Hu et al. (2023). Decoding Contextual Factors Differentiating.json,json,year,agree,1.0,2023,2023
52,52. Hu et al. (2023). Decoding Contextual Factors Differentiating.json,json,title,agree,1.0,"Decoding Contextual Factors Differentiating Adolescents’ High, Average, and Low Digital Reading Performance Through Machine-Learning Methods","Decoding Contextual Factors Differentiating Adolescents’ High, Average, and Low Digital Reading Performance Through Machine-Learning Methods"
52,52. Hu et al. (2023). Decoding Contextual Factors Differentiating.json,json,authors,agree,1.0,"chen,hu,peng","chen,hu,peng"
52,52. Hu et al. (2023). Decoding Contextual Factors Differentiating.json,json,ilsa_assessment,agree,1.0,pisa,pisa
52,52. Hu et al. (2023). Decoding Contextual Factors Differentiating.json,json,ml_methods,agree,0.85,"k nn,neural network,random forest,shap,svm","random forest,shap,svm"
52,52. Hu et al. (2023). Decoding Contextual Factors Differentiating.json,json,software,disagree,0.25,Python (v.3.7.0) (scikit-learn),r
52,52. Hu et al. (2023). Decoding Contextual Factors Differentiating.json,json,countries,missing,,38 OECD Countries,
52,52. Hu et al. (2023). Decoding Contextual Factors Differentiating.json,json,dependent_outcome,partial,0.25,Digital reading performance,High vs low digital reading performance (PV1READ; OECD cutoffs) High vs average digital reading performance (PV1READ; OECD cutoffs) Low vs average digital readi
52,52. Hu et al. (2023). Decoding Contextual Factors Differentiating.json,json,journal_venue,agree,1.0,IEEE Transactions on Learning Technologies,IEEE Transactions on Learning Technologies
53,53. Tin et al. (2024). Educational Big Data Mining Comparison of Multiple.json,json,year,agree,1.0,2024,2024
53,53. Tin et al. (2024). Educational Big Data Mining Comparison of Multiple.json,json,title,agree,1.0,Educational Big Data Mining: Comparison of Multiple Machine Learning Algorithms in Predictive Modelling of Student Academic Performance,Educational Big Data Mining: Comparison of Multiple Machine Learning Algorithms in Predictive Modelling of Student Academic Performance
53,53. Tin et al. (2024). Educational Big Data Mining Comparison of Multiple.json,json,authors,agree,1.0,"hock,ikumapayi,tin","hock,ikumapayi,tin"
53,53. Tin et al. (2024). Educational Big Data Mining Comparison of Multiple.json,json,ilsa_assessment,agree,1.0,pisa,pisa
53,53. Tin et al. (2024). Educational Big Data Mining Comparison of Multiple.json,json,ml_methods,agree,1.0,"decision tree,gradient boosting,logistic regression,neural network,random forest,svm","decision tree,gradient boosting,logistic regression,neural network,random forest,svm"
53,53. Tin et al. (2024). Educational Big Data Mining Comparison of Multiple.json,json,software,disagree,0.25,RapidMiner and IBM SPSS,r
53,53. Tin et al. (2024). Educational Big Data Mining Comparison of Multiple.json,json,countries,missing,,79 countries,
53,53. Tin et al. (2024). Educational Big Data Mining Comparison of Multiple.json,json,dependent_outcome,partial,0.346,"Academic Performance (discretized into A–D levels from PISA plausible values in math, reading, science, and global competence)",Academic performance (AP) classes A–D
53,53. Tin et al. (2024). Educational Big Data Mining Comparison of Multiple.json,json,journal_venue,disagree,0.297,Educational Big Data Mining,International Journal of Advanced Computer Science and Applications (IJACSA)
54,54. Soares. (2024). Combining Statistical and Machine Learning Methods to.json,json,year,agree,1.0,2024,2024
54,54. Soares. (2024). Combining Statistical and Machine Learning Methods to.json,json,title,agree,0.987,Combining Statistical and Machine Learning Methods to Identify Predictors of Brazilian Students’ Pro ciency in PISA 2018,Combining Statistical and Machine Learning Methods to Identify Predictors of Brazilian Students’ Proficiency in PISA 2018
54,54. Soares. (2024). Combining Statistical and Machine Learning Methods to.json,json,authors,agree,1.0,soares,soares
54,54. Soares. (2024). Combining Statistical and Machine Learning Methods to.json,json,ilsa_assessment,agree,1.0,pisa,pisa
54,54. Soares. (2024). Combining Statistical and Machine Learning Methods to.json,json,ml_methods,agree,1.0,"logistic regression,multilevel,neural network,random forest","logistic regression,multilevel,neural network,random forest"
54,54. Soares. (2024). Combining Statistical and Machine Learning Methods to.json,json,software,partial,0.5,"Python (v.3.10.12) (sklearn, stats)","python,r"
54,54. Soares. (2024). Combining Statistical and Machine Learning Methods to.json,json,countries,agree,1.0,Brazil,bra
54,54. Soares. (2024). Combining Statistical and Machine Learning Methods to.json,json,dependent_outcome,partial,0.361,"Proficiency in mathematics, science, and reading 
(0=Low Proficiency, 1=Proficient)",Mathematics proficiency (Low vs Proficient) Science proficiency (Low vs Proficient) Reading proficiency (Low vs Proficient)
54,54. Soares. (2024). Combining Statistical and Machine Learning Methods to.json,json,journal_venue,agree,1.0,Journal of Psychoeducational Assessment,Journal of Psychoeducational Assessment
55,55. Ramazan et al. (2023). Students’ 2018 PISA reading self-concept Identifying.json,json,year,agree,1.0,2023,2023
55,55. Ramazan et al. (2023). Students’ 2018 PISA reading self-concept Identifying.json,json,title,agree,1.0,Students’ 2018 PISA reading self-concept: Identifying predictors and examining model generalizability for emergent bilinguals,Students’ 2018 PISA reading self-concept: Identifying predictors and examining model generalizability for emergent bilinguals
55,55. Ramazan et al. (2023). Students’ 2018 PISA reading self-concept Identifying.json,json,authors,disagree,0.167,"ardasheva,austin,dai,danielson,hao,ramazan",ramazan
55,55. Ramazan et al. (2023). Students’ 2018 PISA reading self-concept Identifying.json,json,ilsa_assessment,agree,1.0,pisa,pisa
55,55. Ramazan et al. (2023). Students’ 2018 PISA reading self-concept Identifying.json,json,ml_methods,agree,0.85,"elastic net,multilevel,pca","elastic net,multilevel,neural network,random forest"
55,55. Ramazan et al. (2023). Students’ 2018 PISA reading self-concept Identifying.json,json,software,disagree,0.25,"R (caret, glmnet, mice)",r
55,55. Ramazan et al. (2023). Students’ 2018 PISA reading self-concept Identifying.json,json,countries,agree,1.0,USA,usa
55,55. Ramazan et al. (2023). Students’ 2018 PISA reading self-concept Identifying.json,json,dependent_outcome,partial,0.392,Students’ reading self-concept scores,Reading self-concept (questionnaire scale) Reading self-concept (questionnaire scale) Reading self-concept (questionnaire scale)
55,55. Ramazan et al. (2023). Students’ 2018 PISA reading self-concept Identifying.json,json,journal_venue,agree,1.0,Journal of School Psychology,Journal of School Psychology
56,56. Wang et al. (2022). What explains Macau students’ achievement? An.json,json,year,partial,0.5,2022,2023
56,56. Wang et al. (2022). What explains Macau students’ achievement? An.json,json,title,agree,1.0,What explains Macau students’ achievement? An integrative perspective using a machine learning approach,What explains Macau students’ achievement? An integrative perspective using a machine learning approach
56,56. Wang et al. (2022). What explains Macau students’ achievement? An.json,json,authors,agree,0.75,"hawc,king,leung,wang","king,leung,wang"
56,56. Wang et al. (2022). What explains Macau students’ achievement? An.json,json,ilsa_assessment,agree,1.0,pisa,pisa
56,56. Wang et al. (2022). What explains Macau students’ achievement? An.json,json,ml_methods,agree,0.85,"clustering,decision tree,gradient boosting,hlm,random forest,xgboost","gradient boosting,hlm,neural network,random forest,xgboost"
56,56. Wang et al. (2022). What explains Macau students’ achievement? An.json,json,software,disagree,0.333,R (mice),"hlm,r"
56,56. Wang et al. (2022). What explains Macau students’ achievement? An.json,json,countries,disagree,0.0,Macau,mac
56,56. Wang et al. (2022). What explains Macau students’ achievement? An.json,json,dependent_outcome,partial,0.333,Most influential predictors of students reading achievement,Reading achievement (aggregated reading plausible values)
56,56. Wang et al. (2022). What explains Macau students’ achievement? An.json,json,journal_venue,agree,0.787,Journal fot he Study of Education and Development,Journal for the Study of Education and Development / Infancia y Aprendizaje
57,57. Lee. (2022). What drives the performance of Chinese urban and rural.json,json,year,agree,1.0,2022,2022
57,57. Lee. (2022). What drives the performance of Chinese urban and rural.json,json,title,agree,1.0,What drives the performance of Chinese urban and rural secondary schools: A machine learning approach using PISA 2018,What drives the performance of Chinese urban and rural secondary schools: A machine learning approach using PISA 2018
57,57. Lee. (2022). What drives the performance of Chinese urban and rural.json,json,authors,agree,1.0,lee,lee
57,57. Lee. (2022). What drives the performance of Chinese urban and rural.json,json,ilsa_assessment,agree,1.0,pisa,pisa
57,57. Lee. (2022). What drives the performance of Chinese urban and rural.json,json,ml_methods,agree,1.0,"random forest,shap,xgboost","random forest,shap,xgboost"
57,57. Lee. (2022). What drives the performance of Chinese urban and rural.json,json,software,disagree,0.2,"R (XGBoost, Shapley flow implementation)",r
57,57. Lee. (2022). What drives the performance of Chinese urban and rural.json,json,countries,disagree,0.0,"Chinese (Beijing, Shanghai, Jiangsu, and
Zhejiang)",chn
57,57. Lee. (2022). What drives the performance of Chinese urban and rural.json,json,dependent_outcome,disagree,0.151,"School-level average PISA scores (mathematics, science, reading combined into a mean outcome score)",School academic performance (PISA average score) School academic performance (PISA average score) — worst vs benchmark (urban) School academic performance (PISA
57,57. Lee. (2022). What drives the performance of Chinese urban and rural.json,json,journal_venue,agree,1.0,Cities,Cities
58,58. Tahri et al. (2026). Machine-Learning Applications in Predicting Students’.json,json,year,agree,1.0,2026,2026
58,58. Tahri et al. (2026). Machine-Learning Applications in Predicting Students’.json,json,title,agree,1.0,Machine-Learning Applications in Predicting Students’ Non-Cognitive Skills: Evidence from PISA 2022,Machine-Learning Applications in Predicting Students’ Non-Cognitive Skills: Evidence from PISA 2022
58,58. Tahri et al. (2026). Machine-Learning Applications in Predicting Students’.json,json,authors,partial,0.667,"aziku,tahri","aziku,liu,tahri"
58,58. Tahri et al. (2026). Machine-Learning Applications in Predicting Students’.json,json,ilsa_assessment,agree,1.0,pisa,pisa
58,58. Tahri et al. (2026). Machine-Learning Applications in Predicting Students’.json,json,ml_methods,agree,1.0,"gradient boosting,lasso,neural network,random forest,shap","gradient boosting,lasso,neural network,random forest,shap"
58,58. Tahri et al. (2026). Machine-Learning Applications in Predicting Students’.json,json,software,disagree,0.333,"STATA (v18 + v19) for data extraction, processing, and OLS; Python 3.12 for pre-processing","python,r,stata"
58,58. Tahri et al. (2026). Machine-Learning Applications in Predicting Students’.json,json,countries,agree,0.8,"10 OECD countries/economies: Australia, Spain, Estonia, Hong Kong (China), Ireland, Korea, Macao (China), Singapore, Chi","aus,esp,est,hkg,irl,kor,mac,sgp,tur,twn"
58,58. Tahri et al. (2026). Machine-Learning Applications in Predicting Students’.json,json,dependent_outcome,partial,0.332,"Non-cognitive skills (NCS) an equally weighted composite index across five OECD domains: Task performance, Emotional regulation, Collaboration, Open-mindedness,",Non-cognitive skills (NCS) composite index
58,58. Tahri et al. (2026). Machine-Learning Applications in Predicting Students’.json,json,journal_venue,agree,1.0,Fudan Journal of the Humanities and Social Sciences,Fudan Journal of the Humanities and Social Sciences
59,"59. Schwerter et al. (2025). Metropolitan, Urban, and Rural Regions How Regional.json",json,year,agree,1.0,2025,2025
59,"59. Schwerter et al. (2025). Metropolitan, Urban, and Rural Regions How Regional.json",json,title,agree,1.0,"Metropolitan, Urban, and Rural Regions: How Regional Differences Affect Elementary School Students in Germany","Metropolitan, Urban, and Rural Regions: How Regional Differences Affect Elementary School Students in Germany"
59,"59. Schwerter et al. (2025). Metropolitan, Urban, and Rural Regions How Regional.json",json,authors,agree,0.75,"bleher,mcelvany,schwerter","bleher,doebler,mcelvany,schwerter"
59,"59. Schwerter et al. (2025). Metropolitan, Urban, and Rural Regions How Regional.json",json,ilsa_assessment,agree,1.0,pirls,pirls
59,"59. Schwerter et al. (2025). Metropolitan, Urban, and Rural Regions How Regional.json",json,ml_methods,agree,0.85,lasso,"lasso,neural network,pca"
59,"59. Schwerter et al. (2025). Metropolitan, Urban, and Rural Regions How Regional.json",json,software,disagree,0.2,"R (missRanger, psych, glmnet, survey)",r
59,"59. Schwerter et al. (2025). Metropolitan, Urban, and Rural Regions How Regional.json",json,countries,agree,1.0,Germany,deu
59,"59. Schwerter et al. (2025). Metropolitan, Urban, and Rural Regions How Regional.json",json,dependent_outcome,agree,0.716,"Academic track recommendation (Gymnasium vs. not), Enjoyment of school, Reading interest",Academic track recommendation (Gymnasium vs not) Enjoyment of school (latent well-being from Likert items) Reading interest (Likert-based motivation scale)
59,"59. Schwerter et al. (2025). Metropolitan, Urban, and Rural Regions How Regional.json",json,journal_venue,json_missing,,AERA Open,
60,60. Bozku?. (2024). Predictors of reading performance of fourth-grade.json,json,year,partial,0.5,2024,2025
60,60. Bozku?. (2024). Predictors of reading performance of fourth-grade.json,json,title,agree,1.0,Predictors of reading performance of fourth-grade Turkish students,Predictors of reading performance of fourth-grade Turkish students
60,60. Bozku?. (2024). Predictors of reading performance of fourth-grade.json,json,authors,disagree,0.0,bozku,bozkus
60,60. Bozku?. (2024). Predictors of reading performance of fourth-grade.json,json,ilsa_assessment,agree,1.0,pirls,pirls
60,60. Bozku?. (2024). Predictors of reading performance of fourth-grade.json,json,ml_methods,agree,0.85,"k nn,neural network,random forest,svm","k nn,random forest,svm"
60,60. Bozku?. (2024). Predictors of reading performance of fourth-grade.json,json,software,partial,0.5,R (caret),r
60,60. Bozku?. (2024). Predictors of reading performance of fourth-grade.json,json,countries,agree,1.0,Türkiye,tur
60,60. Bozku?. (2024). Predictors of reading performance of fourth-grade.json,json,dependent_outcome,agree,0.49,Student reading performance (binary classification: high / low),Reading performance (binary high vs low using ASRIBM01 first plausible value benchmark)
60,60. Bozku?. (2024). Predictors of reading performance of fourth-grade.json,json,journal_venue,agree,1.0,Turkish Journal of Education,Turkish Journal of Education
61,61. Wang et al. (2022). Beating the odds Identifying the top predictors of.json,json,year,agree,1.0,2022,2022
61,61. Wang et al. (2022). Beating the odds Identifying the top predictors of.json,json,title,agree,1.0,Beating the odds: Identifying the top predictors of resilience among Hong Kong students,Beating the odds: Identifying the top predictors of resilience among Hong Kong students
61,61. Wang et al. (2022). Beating the odds Identifying the top predictors of.json,json,authors,agree,1.0,"king,leung,wang","king,leung,wang"
61,61. Wang et al. (2022). Beating the odds Identifying the top predictors of.json,json,ilsa_assessment,agree,1.0,pisa,pisa
61,61. Wang et al. (2022). Beating the odds Identifying the top predictors of.json,json,ml_methods,agree,0.85,"logistic regression,neural network,random forest","logistic regression,random forest"
61,61. Wang et al. (2022). Beating the odds Identifying the top predictors of.json,json,software,partial,0.667,"SPSS (v.26.0), R (randomForest)","r,spss"
61,61. Wang et al. (2022). Beating the odds Identifying the top predictors of.json,json,countries,agree,0.8,"Hong Kong, China",hkg
61,61. Wang et al. (2022). Beating the odds Identifying the top predictors of.json,json,dependent_outcome,disagree,0.243,"Student Resilience Status (the heightened likelihood of success in school and other life accomplishments, despite environmental adversities brought about by ear",Academic resilience (binary: resilient vs non-resilient)
61,61. Wang et al. (2022). Beating the odds Identifying the top predictors of.json,json,journal_venue,agree,1.0,Child Indicators Research,Child Indicators Research
62,62. Wang et al. (2022). Understanding Chinese Students’ Well?Being A Machine.json,json,year,agree,1.0,2022,2022
62,62. Wang et al. (2022). Understanding Chinese Students’ Well?Being A Machine.json,json,title,agree,1.0,Understanding Chinese Students’ Well?Being: A Machine Learning Study,Understanding Chinese Students’ Well‑Being: A Machine Learning Study
62,62. Wang et al. (2022). Understanding Chinese Students’ Well?Being A Machine.json,json,authors,partial,0.667,"king,leun,wang","king,wang"
62,62. Wang et al. (2022). Understanding Chinese Students’ Well?Being A Machine.json,json,ilsa_assessment,agree,1.0,pisa,pisa
62,62. Wang et al. (2022). Understanding Chinese Students’ Well?Being A Machine.json,json,ml_methods,agree,1.0,"neural network,random forest","neural network,random forest"
62,62. Wang et al. (2022). Understanding Chinese Students’ Well?Being A Machine.json,json,software,missing,,None,r
62,62. Wang et al. (2022). Understanding Chinese Students’ Well?Being A Machine.json,json,countries,agree,1.0,China,chn
62,62. Wang et al. (2022). Understanding Chinese Students’ Well?Being A Machine.json,json,dependent_outcome,partial,0.377,"Chinese students’
subjective and eudaimonic well-being (positive affect, negative affect, and life satisfaction)",Positive affect (subjective well-being) Negative affect (subjective well-being) Life satisfaction (subjective well-being) Eudaimonic well-being (meaning in life
62,62. Wang et al. (2022). Understanding Chinese Students’ Well?Being A Machine.json,json,journal_venue,agree,1.0,Child Indicators Research,Child Indicators Research
63,63. Wan et al. (2025). What are the Most Important Factors Influencing.json,json,year,agree,1.0,2025,2025
63,63. Wan et al. (2025). What are the Most Important Factors Influencing.json,json,title,agree,1.0,What are the Most Important Factors Influencing Science Performance? A Machine Learning Study of Singaporean and Finish PISA Data,What are the Most Important Factors Influencing Science Performance? A Machine Learning Study of Singaporean and Finish PISA Data
63,63. Wan et al. (2025). What are the Most Important Factors Influencing.json,json,authors,partial,0.667,"wan,weng,zhang","wan,zhang"
63,63. Wan et al. (2025). What are the Most Important Factors Influencing.json,json,ilsa_assessment,agree,1.0,pisa,pisa
63,63. Wan et al. (2025). What are the Most Important Factors Influencing.json,json,ml_methods,agree,0.85,random forest,"neural network,random forest"
63,63. Wan et al. (2025). What are the Most Important Factors Influencing.json,json,software,partial,0.667,SPSS (v.25.0) and R (randomForest),"r,spss"
63,63. Wan et al. (2025). What are the Most Important Factors Influencing.json,json,countries,agree,0.8,Singapore and Finland,"fin,sgp"
63,63. Wan et al. (2025). What are the Most Important Factors Influencing.json,json,dependent_outcome,partial,0.312,Student’s science performance,Science performance (all 10 plausible values) Science performance (all 10 plausible values) Science performance (all 10 plausible values)
63,63. Wan et al. (2025). What are the Most Important Factors Influencing.json,json,journal_venue,json_missing,,International Journal of Science and Mathematics Education,
64,64. Constante-Amores et al. (2024). Contribution of machine learning to the analysis of.json,json,year,agree,1.0,2024,2024
64,64. Constante-Amores et al. (2024). Contribution of machine learning to the analysis of.json,json,title,agree,1.0,Contribution of machine learning to the analysis of grade repetition in Spain: A study based on PISA data,Contribution of machine learning to the analysis of grade repetition in Spain: A study based on PISA data
64,64. Constante-Amores et al. (2024). Contribution of machine learning to the analysis of.json,json,authors,agree,1.0,"arroyo resino,asensio munoz,constante amores,sanchez munilla","arroyo resino,asensio munoz,constante amores,sanchez munilla"
64,64. Constante-Amores et al. (2024). Contribution of machine learning to the analysis of.json,json,ilsa_assessment,agree,1.0,pisa,pisa
64,64. Constante-Amores et al. (2024). Contribution of machine learning to the analysis of.json,json,ml_methods,agree,0.85,"decision tree,gradient boosting,logistic regression,multilevel,random forest","decision tree,gradient boosting,logistic regression,multilevel,neural network,random forest"
