doi,variable_code,variable_name,category,source_category,predictor_level,predictor_category
10.3389/fpsyg.2023.1066843,teacher_major_math,Teacher major (math specialization),teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.3389/fpsyg.2023.1066843,teacher_major_science,Teacher major (science specialization),teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.3389/fpsyg.2023.1066843,student_gender,gender,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.3389/fpsyg.2023.1066843,teacher_gender,Teacher gender,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.3390/educsci11100628,ESCS,Socioeconomic status (ESCS),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.3390/educsci11100628,ICTRES,ICT resources at home,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3390/educsci11100628,ST176Q05IA,Online search to learn,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3390/educsci11100628,ST176Q021A,Chat online for learning,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3390/educsci11100628,ST176Q01IA,Reading emails on ICT,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3390/educsci11100628,SCREADDIFF,Perceived reading difficulty,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3390/educsci11100628,METASUM,Metacognitive summarizing awareness,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3390/educsci11100628,JOYREAD,Reading enjoyment,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3390/educsci11100628,ST167Q031A,Reads fiction for enjoyment,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3390/educsci11100628,PERFEED,Teacher feedback frequency,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.3390/educsci11100628,ST153Q04HA,Teacher asks personal thoughts,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.3390/educsci11100628,TEACHINT,Teacher enthusiasm,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.3390/educsci11100628,WORKMAST,Mastery persistence motivation,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3390/educsci11100628,MASTGOAL,Mastery learning goals,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3390/educsci11100628,ATTLNACT,Value of schooling,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3390/educsci11100628,BSMJ,Expected occupational status,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3390/educsci11100628,ST184Q01HA,Fixed vs growth mindset item,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3390/educsci11100628,BEINGBULLIED,Exposure to bullying,peer_effects,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.3390/educsci11100628,BELONG,Sense of belonging,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.3390/educsci11100628,PERCOOP,Perceived school cooperation,peer_effects,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.26822/iejee.2022.267,ST004D01T,Gender,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.26822/iejee.2022.267,ST011Q02TA,Own room,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.26822/iejee.2022.267,MISCED,Mother education,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.26822/iejee.2022.267,FISCED,Father education,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.26822/iejee.2022.267,OUTHOURS,Out-of-school learning time,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.26822/iejee.2022.267,MMINS,Mathematics learning time,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.26822/iejee.2022.267,TMINS,Total learning time,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.26822/iejee.2022.267,BELONG,Feeling belonging to school,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.26822/iejee.2022.267,ANXTEST,Exam anxiety,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.26822/iejee.2022.267,MOTIVAT,Motivation level,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.26822/iejee.2022.267,COOPERATE,Willingness to cooperate,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.26822/iejee.2022.267,EMOSUPS,Emotional support of family,parent_home,peer_reviewed_research,Student Level,Student: SES
10.26822/iejee.2022.267,PERFEED,Perceived feedback,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.26822/iejee.2022.267,unfairteacher,Teacher fairness,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.26822/iejee.2022.267,ESCS,Socio-economic status (ESCS),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1080/02188791.2019.1692782,enjoy_math,Enjoying maths,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02188791.2019.1692782,math_self_concept_negative,Negative maths self-concept,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02188791.2019.1692782,attributions_to_failure_lack_ability,Attributions to failure: lack ability,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02188791.2019.1692782,attributions_to_failure_bad_luck,Attributions to failure: bad luck,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02188791.2019.1692782,attributions_to_failure_task_difficulty,Attributions to failure: task difficulty,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02188791.2019.1692782,trial,Trial-,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02188791.2019.1692782,error_without_systematic_thinking,-error without systematic thinking,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02188791.2019.1692782,intentions_study_maths,Intentions for studying maths,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02188791.2019.1692782,guided_homework_out_of_school,Guided homework out of school,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02188791.2019.1692782,extracurricular_math_activity,Math extracurricular activity,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02188791.2019.1692782,homework_completed_in_time,Homework completed in time,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02188791.2019.1692782,gender,Gender,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1080/02188791.2019.1692782,teacher_support_work_hard,Teacher support to work hard,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1080/02188791.2019.1692782,openness_link_facts,Openness for problem solving: link facts,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02188791.2019.1692782,perseverance_give_up_easily,Perseverance: give up easily,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02188791.2019.1692782,parents_emphasize_importance_maths,Parents emphasize maths importance,parent_home,peer_reviewed_research,Student Level,Student: SES
10.1080/02188791.2019.1692782,maths_work_ethic_prepared_exams,Prepared for maths exams,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02188791.2019.1692782,interest_learning_maths,Interest in learning maths,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02188791.2019.1692782,instrumental_motivation_study_maths,Instrumental motivation for studying maths,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02188791.2019.1692782,perceived_control_perform_poor,Perceived control: perform poorly,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02188791.2019.1692782,maths_study_time,Maths study time,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02188791.2019.1692782,economic,Economic,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02188791.2019.1692782,social,social,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02188791.2019.1692782,cultural_status,cultural status,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02188791.2019.1692782,ict_entertainment_use,ICT entertainment use,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02188791.2019.1692782,familiarity_with_maths_concepts,Familiarity with maths concepts,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/02188791.2019.1692782,ict_use_at_home_school_tasks,ICT use at home for school tasks,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1002/tea.21657,gender,Gender,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1002/tea.21657,SES,Socioeconomic status (SES),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1002/tea.21657,language_at_home,Language at home,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1002/tea.21657,enjoyment_in_science,Enjoyment in science,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1002/tea.21657,self_efficacy_science,Self-efficacy toward science,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1002/tea.21657,test_anxiety,Test anxiety,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1002/tea.21657,science_achievement,Scientific literacy achievement,prior_achievement,peer_reviewed_research,Student Level,Student: Prior Achievement
10.1016/j.stueduc.2024.101330,school_level_unit,School unit (between/within),school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1016/j.stueduc.2024.101330,grade_level,Grade level (4 vs 8),demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1016/j.stueduc.2024.101330,country,Country system,system_level,peer_reviewed_research,System/Country Level,System: Policy/Context
10.1016/j.stueduc.2024.101330,early_tracking_system,Early tracking system,system_level,peer_reviewed_research,System/Country Level,System: Policy/Context
10.1177/14749041211069240,ESCS,Socioeconomic status (ESCS),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1177/14749041211069240,school_mean_escs,School mean ESCS,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1177/14749041211069240,migration_second_generation,Second-generation migrant background,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1177/14749041211069240,school_share_migrant_second_gen,School share second-gen migrants,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1177/14749041211069240,language_at_home_test_language,Home language equals test language,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1177/14749041211069240,student_school_disciplinary_climate,disciplinary climate (science),process_data,peer_reviewed_research,Student Level,Student: Process Data
10.1177/14749041211069240,school_mean_disciplinary_climate,School mean disciplinary climate,process_data,peer_reviewed_research,Student Level,Student: Process Data
10.1177/14749041211069240,school_autonomy,School autonomy index,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1177/14749041211069240,educational_leadership,Educational leadership index,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1177/14749041211069240,accountability,Accountability index,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s10212-024-00805-w,books_at_home,Books at home (SES),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1007/s10212-024-00805-w,ST005Q01TA,Mother’s education (SES),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1007/s10212-024-00805-w,ST019AQ01T,Migration background,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1007/s10212-024-00805-w,ST188Q01_06,Self-concept of competence,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10212-024-00805-w,ST182Q03HA_ST182Q06HA,Perseverance,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10212-024-00805-w,ST208Q01_03,Master the content,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10212-024-00805-w,ST161Q01_03,Reading self-concept,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10212-024-00805-w,ST184Q01,Growth mindset,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10212-024-00805-w,ST160Q01_ST160Q05A,Reading motivation,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10212-024-00805-w,gender,Gender,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1007/s10212-024-00805-w,PROATCE,Proportion fully certified teachers,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s10212-024-00805-w,STUBEHA,behavior hindering learning,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s10212-024-00805-w,TEACHBEHA,Teacher behavior hindering learning,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s10639-025-13414-x,IC172,Digitization construction,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10639-025-13414-x,ST326,Digitization application hours,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10639-025-13414-x,ST283,Teaching behavior (math),teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s10639-025-13414-x,ST273,Learning level (math class),student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s10639-025-13414-x,ST272,Perceived math instruction quality,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s10639-025-13414-x,grade,Grade level,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1007/s10639-025-13414-x,gender,Gender,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1007/s11165-019-9835-y,PERFEED,Perceived feedback,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s11165-019-9835-y,PARED,Parental education (highest ISCED),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1007/s11165-019-9835-y,BMMJ1,Mother occupational status (ISEI),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1007/s11165-019-9835-y,ADINST,Adaptation of instruction,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s11165-019-9835-y,TDTEACH,Teacher-directed science instruction,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s11165-019-9835-y,TEACHSUP,Teacher support of student choices,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s11165-019-9835-y,IBTEACH,Inquiry-based science teaching,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s11165-019-9835-y,BFMJ2,Father occupational status (ISEI),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1007/s11165-019-9835-y,DISCLISCI,Disciplinary climate in science,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s11165-019-9835-y,OUTHOURS,Out-of-school study time,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s11165-019-9835-y,RATCMP2,Internet-connected computers,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s11165-019-9835-y,RATCMP1,Computers per student (education),school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s11165-019-9835-y,TOTAT,Total teachers in school,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s11165-019-9835-y,TOTST,Total science teachers in school,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s11165-019-9835-y,STRATIO,Student-teacher ratio,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s11165-019-9835-y,SMINS,Science learning time (minutes/week),curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s11165-019-9835-y,TMINS,Total learning time (minutes/week),curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s11165-019-9835-y,DURECEC,Early childhood education duration,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s11165-019-9835-y,SCIEACT,Science activities index,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s11165-019-9835-y,SCIEEFF,Science self-efficacy,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/00131911.2023.2200594,gender,Gender,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1080/00131911.2023.2200594,year_of_qualification,Year of qualification,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1080/00131911.2023.2200594,degree_type,Degree type,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1080/00131911.2023.2200594,self_efficacy,Self-efficacy,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1080/00131911.2023.2200594,participation_cpd,CPD participation,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1080/00131911.2023.2200594,teacher_cooperation,Teacher cooperation,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1080/00131911.2023.2200594,school_level,School level,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1080/00131911.2023.2200594,qualification_years_experience,Years of experience,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1080/00131911.2023.2200594,class_size,Class size,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1080/00131911.2023.2200594,out_of_field,Out-of-field teaching,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1080/00131911.2023.2200594,public_school,Public school,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1080/00131911.2023.2200594,part_time_contract,Part-time contract,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s11858-024-01630-7,ESCS,Socioeconomic status (ESCS),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1007/s11858-024-01630-7,student_oriented_instruction,Student-oriented instruction,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s11858-024-01630-7,classroom_management,Classroom management,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s11858-024-01630-7,teacher_support,Teacher support,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1007/s11858-024-01630-7,disciplinary_climate,Disciplinary climate,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s11858-024-01630-7,cognitive_activation,Cognitive activation,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s11858-024-01630-7,cognitive_activation_encouraging_thinking,Cognitive activation: encouraging thinking,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s11858-024-01630-7,cognitive_activation_fostering_reasoning,Cognitive activation: fostering reasoning,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s40299-021-00584-8,METASPAM,Meta-cognition: assess credibility,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s40299-021-00584-8,ESCS,Index of economic social cultural status,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1007/s40299-021-00584-8,ICTCLASS,Subject-related ICT use during lessons,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s40299-021-00584-8,METASUM,Meta-cognition: summarizing,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s40299-021-00584-8,PISADIFF,Perception of test difficulty,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s40299-021-00584-8,JOYREAD,Joy/like reading,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s40299-021-00584-8,SMINS,Science learning time (minutes/week),curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s40299-021-00584-8,EUDMO,Eudaemonia: meaning in life,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s40299-021-00584-8,BELONG,Sense of belonging to school,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s40299-021-00584-8,CULTPOSS,Cultural possessions at home,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1007/s40299-021-00584-8,DISCLIMA,Disciplinary climate in test language lessons,peer_effects,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s40299-021-00584-8,HOMEPOS,Home possessions,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1007/s40299-021-00584-8,ICTRES,ICT resources,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s40299-021-00584-8,UNDREM,"Metacognition (understanding, remembering)",student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s40299-021-00584-8,SCREADDIFF,Self-concept of reading difficulty,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s40299-021-00584-8,COMPICT,Perceived ICT competence,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s40299-021-00584-8,ENTUSE,ICT use outside of school (leisure),ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s40299-021-00584-8,INTICT,Interest in ICT,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s40299-021-00584-8,WORKMAST,Work mastery,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s40299-021-00584-8,LMINS,Learning time (minutes/week) test language,student_behavior,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1007/s40299-021-00584-8,MMINS,Learning time (minutes/week) mathematics,curriculum,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1007/s40299-021-00584-8,STIMREAD,Teacher’s stimulation of reading engagement,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1186/s40468-023-00261-1,GENDER,Gender,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1186/s40468-023-00261-1,ESCS,Socioeconomic status (ESCS),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1186/s40468-023-00261-1,TEACHSUP,Teacher academic support,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1186/s40468-023-00261-1,DIRINS,Teacher-directed instruction,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1186/s40468-023-00261-1,PERFEED,Teacher feedback,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1186/s40468-023-00261-1,ADAPTIVITY,Adaptive instruction,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1186/s40468-023-00261-1,STIMREAD,Stimulation of reading engagement,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1186/s40468-023-00261-1,TEACHINT,Teacher enthusiasm,teacher,peer_reviewed_research,School/Teacher Level,School/Teacher: Practice
10.1186/s40536-021-00099-0,ESCS,Socioeconomic status (ESCS),socioeconomic,methodology_paper,Student Level,Student: SES
10.1186/s40536-021-00099-0,school_escs,School average ESCS,socioeconomic,methodology_paper,Student Level,Student: SES
10.1186/s40536-021-00099-0,gender,gender,demographic,methodology_paper,Student Level,Student: Demographic
10.1186/s40536-021-00099-0,grade,grade (modal 9/10),demographic,methodology_paper,Student Level,Student: Demographic
10.1186/s40536-022-00128-6,gdp_per_capita,Country GDP per capita,system_level,peer_reviewed_research,System/Country Level,System: Policy/Context
10.1186/s40536-022-00128-6,school_escs_mean,School ESCS (mean),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1186/s40536-022-00128-6,SCHLTYPE,School type (public/private),school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1186/s40536-022-00128-6,CREACTIV,Creative extra-curricular activities,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1186/s40536-022-00128-6,STAFFSHORT,Shortage of educational staff,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1186/s40536-022-00128-6,SCMATEDU,Quality of educational resources,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1186/s40536-022-00128-6,EDUSHORT,Shortage of educational material,school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1186/s40536-022-00128-6,RATCMP1,Computers per student (ratio),ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-022-00128-6,RATCMP2,Computers connected to internet,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-022-00128-6,ESCS,ESCS,socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1186/s40536-022-00128-6,GENDER,Gender,demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1186/s40536-022-00128-6,ICTHOME,ICT availability at home,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-022-00128-6,ENTUSE,ICT use outside school (leisure),ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-022-00128-6,HOMESCH,ICT use outside school (schoolwork),ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-022-00128-6,SOIAICT,ICT as topic in social interaction,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-022-00128-6,ICTOUTSIDE,Subject-related ICT use outside lessons,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-022-00128-6,ICTSCH,ICT availability at school,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-022-00128-6,USESCH,ICT use at school in general,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-022-00128-6,ICTCLASS,Subject-related ICT use during lessons,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-022-00128-6,HIGHCONF,Self-confidence in ICT high-level tasks,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-022-00128-6,ATTCOMP,Attitude toward computers,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-022-00128-6,ICTATTNEG,Limitations of computer for learning,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-022-00128-6,ICTATTPOS,Computer as tool for learning,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-022-00128-6,INTICT,Interest in ICT,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-022-00128-6,COMPICT,Perceived ICT competence,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-022-00128-6,AUTICT,Perceived autonomy related to ICT use,ict,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-022-00128-6,EXCURACT,Creative extra-curricular activities (2009),school,peer_reviewed_research,School/Teacher Level,School/Teacher: Context
10.1186/s40536-023-00181-9,ESCS,Socioeconomic status (ESCS),socioeconomic,peer_reviewed_research,Student Level,Student: SES
10.1186/s40536-023-00181-9,mastery_approach_orientation,Mastery-approach orientation,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-023-00181-9,enjoyment_of_reading,Enjoyment of reading,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-023-00181-9,expected_occupational_status,Expected occupational status,student_attitude,peer_reviewed_research,Student Level,Student: Attitudinal/Behavioral
10.1186/s40536-023-00190-8,GRADE,Grade (modal vs non-modal),demographic,peer_reviewed_research,Student Level,Student: Demographic
10.1186/s40536-023-00190-8,ESCS,socioeconomic status (ESCS),socioeconomic,peer_reviewed_research,Student Level,Student: SES
